text,label
Cost to travel from Victoria to Euston?,get_price
"Hey, any update on Circle line?",check_status
"Umm, Euston to Waterloo — how much?",get_price
Can I take the Bakerloo line now?,check_status
What's the fare between Liverpool Street and Euston?,get_price
Engineering works anywhere?,disruptions
What's the weather like?,fallback
What's causing delays on the tube?,disruptions
Next arrival at Victoria?,get_arrivals
Is the Victoria line delayed today?,check_status
Next arrival at Euston?,get_arrivals
What's the weather like?,fallback
"Umm, Paddington to Green Park — how much?",get_price
How much from Oxford Circus to King's Cross?,get_price
What's causing delays on the tube?,disruptions
"Umm, Victoria to Euston — how much?",get_price
Can I take the Central line now?,check_status
How much from Paddington to Waterloo?,get_price
Umm... next train from Paddington please?,get_arrivals
Tell me a joke,fallback
Can you tell me when the train leaves Liverpool Street?,get_arrivals
What's the status of the Metropolitan line?,check_status
Engineering works anywhere?,disruptions
Umm... next train from Paddington please?,get_arrivals
How tall is Big Ben?,fallback
What's the status of the Victoria line?,check_status
Tell me a joke,fallback
Book me a cab,fallback
Anything broken on the Underground?,disruptions
Next arrival at Waterloo?,get_arrivals
Is the District line running mate?,check_status
Can I get a haircut nearby?,fallback
What's the weather like?,fallback
Umm... next train from Victoria please?,get_arrivals
Book me a cab,fallback
Do aliens exist?,fallback
Book me a cab,fallback
Next arrival at Stratford?,get_arrivals
What time does the next service leave Liverpool Street?,get_arrivals
Book me a cab,fallback
Is it expensive to go from Euston to King's Cross?,get_price
Tell me a joke,fallback
Do aliens exist?,fallback
What's causing delays on the tube?,disruptions
How's the Victoria line running?,check_status
Order me a pizza,fallback
Can I get a haircut nearby?,fallback
Tube status update — issues today?,disruptions
What's the status of the Victoria line?,check_status
Book me a cab,fallback
How's the Central line running?,check_status
Engineering works anywhere?,disruptions
Any train coming soon at Green Park?,get_arrivals
Next arrival at Stratford?,get_arrivals
Tube status update — issues today?,disruptions
Are there any strikes on?,disruptions
"Umm, Stratford to King's Cross — how much?",get_price
Order me a pizza,fallback
Is it expensive to go from Victoria to Green Park?,get_price
Cost to travel from Green Park to Waterloo?,get_price
Order me a pizza,fallback
Book me a cab,fallback
Can I get a haircut nearby?,fallback
Any train coming soon at Green Park?,get_arrivals
Any service disruptions today?,disruptions
Umm... next train from Paddington please?,get_arrivals
Ticket price from Victoria to King's Cross please?,get_price
How much from Waterloo to Baker Street?,get_price
What's the fare between King's Cross and Baker Street?,get_price
What time does the next service leave Euston?,get_arrivals
What's the fare between Waterloo and Paddington?,get_price
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Any service disruptions today?,disruptions
Order me a pizza,fallback
What's causing delays on the tube?,disruptions
What's causing delays on the tube?,disruptions
Anything broken on the Underground?,disruptions
Any train coming soon at Liverpool Street?,get_arrivals
Cost to travel from King's Cross to Victoria?,get_price
Book me a cab,fallback
What's causing delays on the tube?,disruptions
Are there any strikes on?,disruptions
Book me a cab,fallback
Is it expensive to go from Green Park to Euston?,get_price
Can you tell me when the train leaves King's Cross?,get_arrivals
Can you tell me when the train leaves Paddington?,get_arrivals
Cost to travel from Victoria to Oxford Circus?,get_price
Anything broken on the Underground?,disruptions
Can I get a haircut nearby?,fallback
Umm... next train from Paddington please?,get_arrivals
Engineering works anywhere?,disruptions
Do aliens exist?,fallback
How's the Bakerloo line running?,check_status
Can I take the Jubilee line now?,check_status
How much from King's Cross to Baker Street?,get_price
Is the Northern line running mate?,check_status
Any service disruptions today?,disruptions
Engineering works anywhere?,disruptions
Cost to travel from Liverpool Street to Oxford Circus?,get_price
Tube status update — issues today?,disruptions
Disruptions in the network now?,disruptions
Is it expensive to go from Euston to Waterloo?,get_price
"Hey, any update on Metropolitan line?",check_status
Is the Jubilee line delayed today?,check_status
What's the weather like?,fallback
Any train coming soon at Oxford Circus?,get_arrivals
Any issues on the Central line?,check_status
Is the Piccadilly line delayed today?,check_status
What's the status of the Bakerloo line?,check_status
Disruptions in the network now?,disruptions
What's causing delays on the tube?,disruptions
When is the next train from Paddington?,get_arrivals
What's the weather like?,fallback
What's the weather like?,fallback
Cost to travel from Waterloo to Euston?,get_price
Umm... next train from Baker Street please?,get_arrivals
Can I get a haircut nearby?,fallback
"Hey, any update on Jubilee line?",check_status
Is the Bakerloo line delayed today?,check_status
Next arrival at Waterloo?,get_arrivals
Cost to travel from Stratford to Oxford Circus?,get_price
Can I get a haircut nearby?,fallback
Disruptions in the network now?,disruptions
How long till next train from Green Park?,get_arrivals
What's the status of the Circle line?,check_status
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Engineering works anywhere?,disruptions
What's causing delays on the tube?,disruptions
Cost to travel from King's Cross to Liverpool Street?,get_price
Disruptions in the network now?,disruptions
Umm... next train from Liverpool Street please?,get_arrivals
Is the Jubilee line running mate?,check_status
Tube status update — issues today?,disruptions
Can you tell me when the train leaves King's Cross?,get_arrivals
"Hey, any update on Metropolitan line?",check_status
What's the weather like?,fallback
Disruptions in the network now?,disruptions
Anything broken on the Underground?,disruptions
"Umm, Green Park to Oxford Circus — how much?",get_price
Can you tell me when the train leaves King's Cross?,get_arrivals
Umm... next train from Euston please?,get_arrivals
Any train coming soon at Victoria?,get_arrivals
Is the Metropolitan line running mate?,check_status
Next arrival at Baker Street?,get_arrivals
Is the Northern line running mate?,check_status
Anything broken on the Underground?,disruptions
Any issues on the Metropolitan line?,check_status
What time does the next service leave Paddington?,get_arrivals
Book me a cab,fallback
Is the District line delayed today?,check_status
Do aliens exist?,fallback
Is the Metropolitan line running mate?,check_status
What time does the next service leave Stratford?,get_arrivals
Are there any strikes on?,disruptions
"Hey, any update on Piccadilly line?",check_status
Order me a pizza,fallback
Disruptions in the network now?,disruptions
What time does the next service leave Euston?,get_arrivals
Can I get a haircut nearby?,fallback
Engineering works anywhere?,disruptions
Is it expensive to go from Oxford Circus to Waterloo?,get_price
"Hey, what's the cost Oxford Circus to Victoria?",get_price
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Any train coming soon at Stratford?,get_arrivals
Ticket price from King's Cross to Green Park please?,get_price
Are there any strikes on?,disruptions
What's causing delays on the tube?,disruptions
Sing me a song,fallback
Order me a pizza,fallback
How's the Central line running?,check_status
Is it expensive to go from Paddington to Waterloo?,get_price
Disruptions in the network now?,disruptions
When is the next train from Liverpool Street?,get_arrivals
Disruptions in the network now?,disruptions
Anything broken on the Underground?,disruptions
What's the fare between Baker Street and King's Cross?,get_price
What's the weather like?,fallback
Book me a cab,fallback
What time does the next service leave Green Park?,get_arrivals
Anything broken on the Underground?,disruptions
Sing me a song,fallback
Ticket price from Waterloo to Paddington please?,get_price
Are there any strikes on?,disruptions
"Umm, Stratford to Oxford Circus — how much?",get_price
Is the Hammersmith & City line delayed today?,check_status
Any service disruptions today?,disruptions
Can I get a haircut nearby?,fallback
Any train coming soon at Baker Street?,get_arrivals
Sing me a song,fallback
Cost to travel from Victoria to Stratford?,get_price
Can I get a haircut nearby?,fallback
Cost to travel from Liverpool Street to Paddington?,get_price
Tell me a joke,fallback
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Umm... next train from King's Cross please?,get_arrivals
What's the fare between Victoria and Euston?,get_price
Do aliens exist?,fallback
Book me a cab,fallback
What's causing delays on the tube?,disruptions
Engineering works anywhere?,disruptions
Order me a pizza,fallback
Any train coming soon at Baker Street?,get_arrivals
How's the District line running?,check_status
Are there any strikes on?,disruptions
How long till next train from King's Cross?,get_arrivals
Any train coming soon at Baker Street?,get_arrivals
Is it expensive to go from Paddington to Waterloo?,get_price
Sing me a song,fallback
What's causing delays on the tube?,disruptions
How tall is Big Ben?,fallback
Cost to travel from Stratford to Euston?,get_price
Is the Central line running mate?,check_status
How long till next train from Waterloo?,get_arrivals
Next arrival at Liverpool Street?,get_arrivals
Sing me a song,fallback
Any issues on the Victoria line?,check_status
Tube status update — issues today?,disruptions
What's causing delays on the tube?,disruptions
What's the fare between Liverpool Street and Stratford?,get_price
Do aliens exist?,fallback
"Umm, Stratford to Euston — how much?",get_price
Engineering works anywhere?,disruptions
Disruptions in the network now?,disruptions
Tube status update — issues today?,disruptions
How much from Waterloo to Paddington?,get_price
When is the next train from Baker Street?,get_arrivals
Do aliens exist?,fallback
How's the Central line running?,check_status
Is it expensive to go from Euston to Waterloo?,get_price
What's the status of the Metropolitan line?,check_status
Do aliens exist?,fallback
Is it expensive to go from Stratford to Oxford Circus?,get_price
Order me a pizza,fallback
Book me a cab,fallback
Next arrival at King's Cross?,get_arrivals
Next arrival at Victoria?,get_arrivals
How long till next train from Green Park?,get_arrivals
Can you tell me when the train leaves Euston?,get_arrivals
Can I take the Circle line now?,check_status
Tube status update — issues today?,disruptions
What's the weather like?,fallback
Can you tell me when the train leaves Baker Street?,get_arrivals
Engineering works anywhere?,disruptions
How's the District line running?,check_status
"Hey, what's the cost Oxford Circus to Victoria?",get_price
How much from Stratford to King's Cross?,get_price
"Hey, any update on District line?",check_status
"Umm, King's Cross to Liverpool Street — how much?",get_price
Can I take the Bakerloo line now?,check_status
Are there any strikes on?,disruptions
When is the next train from Euston?,get_arrivals
Engineering works anywhere?,disruptions
How tall is Big Ben?,fallback
Can I get a haircut nearby?,fallback
"Umm, Euston to Stratford — how much?",get_price
How tall is Big Ben?,fallback
What's the weather like?,fallback
Is it expensive to go from Stratford to Oxford Circus?,get_price
Tube status update — issues today?,disruptions
How's the District line running?,check_status
Any service disruptions today?,disruptions
Any train coming soon at Oxford Circus?,get_arrivals
Anything broken on the Underground?,disruptions
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Anything broken on the Underground?,disruptions
What time does the next service leave Oxford Circus?,get_arrivals
Anything broken on the Underground?,disruptions
What's the status of the Victoria line?,check_status
What's the status of the Piccadilly line?,check_status
Are there any strikes on?,disruptions
Sing me a song,fallback
Disruptions in the network now?,disruptions
Do aliens exist?,fallback
"Umm, Euston to Oxford Circus — how much?",get_price
What's the status of the Piccadilly line?,check_status
Tell me a joke,fallback
Tell me a joke,fallback
Tell me a joke,fallback
Is the Bakerloo line running mate?,check_status
What's the status of the District line?,check_status
Any issues on the Circle line?,check_status
"Hey, any update on Central line?",check_status
Can you tell me when the train leaves King's Cross?,get_arrivals
Is the Circle line delayed today?,check_status
"Hey, any update on Jubilee line?",check_status
"Umm, King's Cross to Liverpool Street — how much?",get_price
Cost to travel from Victoria to Oxford Circus?,get_price
What time does the next service leave Baker Street?,get_arrivals
What's the status of the Victoria line?,check_status
Is the Northern line running mate?,check_status
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Engineering works anywhere?,disruptions
Is the Piccadilly line running mate?,check_status
When is the next train from King's Cross?,get_arrivals
Can I get a haircut nearby?,fallback
When is the next train from Baker Street?,get_arrivals
How tall is Big Ben?,fallback
How's the Piccadilly line running?,check_status
Is the Jubilee line running mate?,check_status
Any issues on the Northern line?,check_status
Can I take the Bakerloo line now?,check_status
Disruptions in the network now?,disruptions
"Hey, what's the cost Oxford Circus to Victoria?",get_price
"Hey, any update on Piccadilly line?",check_status
Is it expensive to go from Baker Street to King's Cross?,get_price
What time does the next service leave King's Cross?,get_arrivals
Book me a cab,fallback
How long till next train from Waterloo?,get_arrivals
Do aliens exist?,fallback
Engineering works anywhere?,disruptions
Engineering works anywhere?,disruptions
"Hey, any update on Northern line?",check_status
What's the weather like?,fallback
Umm... next train from Green Park please?,get_arrivals
Disruptions in the network now?,disruptions
Sing me a song,fallback
Umm... next train from Victoria please?,get_arrivals
Next arrival at Paddington?,get_arrivals
Engineering works anywhere?,disruptions
"Umm, Paddington to Victoria — how much?",get_price
How's the Metropolitan line running?,check_status
Is the District line delayed today?,check_status
Can you tell me when the train leaves Green Park?,get_arrivals
When is the next train from Waterloo?,get_arrivals
What's the status of the Central line?,check_status
Any train coming soon at Stratford?,get_arrivals
Book me a cab,fallback
Are there any strikes on?,disruptions
Is it expensive to go from Green Park to Liverpool Street?,get_price
Is the Victoria line running mate?,check_status
Do aliens exist?,fallback
Tell me a joke,fallback
"Hey, what's the cost Oxford Circus to Victoria?",get_price
What's the status of the Metropolitan line?,check_status
Next arrival at Euston?,get_arrivals
Can I get a haircut nearby?,fallback
"Hey, any update on Northern line?",check_status
Book me a cab,fallback
Disruptions in the network now?,disruptions
Is the Bakerloo line running mate?,check_status
Any issues on the Northern line?,check_status
Do aliens exist?,fallback
Order me a pizza,fallback
"Hey, what's the cost Oxford Circus to Victoria?",get_price
How much from King's Cross to Oxford Circus?,get_price
What's the status of the Jubilee line?,check_status
What's the fare between Green Park and Liverpool Street?,get_price
What's the weather like?,fallback
What's the status of the Bakerloo line?,check_status
Is the Piccadilly line delayed today?,check_status
Tell me a joke,fallback
Next arrival at Paddington?,get_arrivals
Engineering works anywhere?,disruptions
Order me a pizza,fallback
Anything broken on the Underground?,disruptions
"Hey, any update on Hammersmith & City line?",check_status
Engineering works anywhere?,disruptions
"Hey, any update on Jubilee line?",check_status
Book me a cab,fallback
Is it expensive to go from Euston to Waterloo?,get_price
Any service disruptions today?,disruptions
Any train coming soon at Waterloo?,get_arrivals
Any issues on the Jubilee line?,check_status
Any service disruptions today?,disruptions
When is the next train from Waterloo?,get_arrivals
Is the Bakerloo line running mate?,check_status
Book me a cab,fallback
Any service disruptions today?,disruptions
Do aliens exist?,fallback
Cost to travel from Oxford Circus to Baker Street?,get_price
Cost to travel from Oxford Circus to Paddington?,get_price
"Umm, Waterloo to Victoria — how much?",get_price
Any service disruptions today?,disruptions
Any service disruptions today?,disruptions
Tell me a joke,fallback
When is the next train from Oxford Circus?,get_arrivals
Tube status update — issues today?,disruptions
Any train coming soon at Euston?,get_arrivals
Are there any strikes on?,disruptions
Tube status update — issues today?,disruptions
Cost to travel from King's Cross to Paddington?,get_price
Disruptions in the network now?,disruptions
Can I get a haircut nearby?,fallback
Anything broken on the Underground?,disruptions
When is the next train from Stratford?,get_arrivals
Next arrival at Green Park?,get_arrivals
Can you tell me when the train leaves Oxford Circus?,get_arrivals
What's the status of the Bakerloo line?,check_status
Can I take the Bakerloo line now?,check_status
What's the status of the District line?,check_status
"Umm, Green Park to Baker Street — how much?",get_price
Is it expensive to go from Baker Street to Liverpool Street?,get_price
Is it expensive to go from Paddington to Liverpool Street?,get_price
Order me a pizza,fallback
Are there any strikes on?,disruptions
Disruptions in the network now?,disruptions
Do aliens exist?,fallback
How tall is Big Ben?,fallback
Is it expensive to go from Euston to Waterloo?,get_price
Anything broken on the Underground?,disruptions
Any issues on the Northern line?,check_status
Tell me a joke,fallback
Can you tell me when the train leaves King's Cross?,get_arrivals
Any service disruptions today?,disruptions
Any train coming soon at Euston?,get_arrivals
Engineering works anywhere?,disruptions
Is the Jubilee line running mate?,check_status
Can you tell me when the train leaves Paddington?,get_arrivals
Any issues on the Metropolitan line?,check_status
What's the fare between Victoria and Paddington?,get_price
Engineering works anywhere?,disruptions
Order me a pizza,fallback
Next arrival at King's Cross?,get_arrivals
When is the next train from King's Cross?,get_arrivals
What's the weather like?,fallback
Cost to travel from Victoria to Liverpool Street?,get_price
"Hey, any update on Jubilee line?",check_status
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Umm... next train from Baker Street please?,get_arrivals
What's causing delays on the tube?,disruptions
What's the status of the Victoria line?,check_status
Sing me a song,fallback
What's the weather like?,fallback
Order me a pizza,fallback
How long till next train from Stratford?,get_arrivals
Is it expensive to go from Green Park to Oxford Circus?,get_price
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Can I get a haircut nearby?,fallback
How tall is Big Ben?,fallback
Cost to travel from Paddington to Baker Street?,get_price
Tell me a joke,fallback
"Hey, any update on Piccadilly line?",check_status
"Umm, Liverpool Street to Stratford — how much?",get_price
Cost to travel from Baker Street to Paddington?,get_price
What's causing delays on the tube?,disruptions
Order me a pizza,fallback
How much from Victoria to King's Cross?,get_price
What's the status of the Piccadilly line?,check_status
Can I take the Hammersmith & City line now?,check_status
Umm... next train from King's Cross please?,get_arrivals
Next arrival at Victoria?,get_arrivals
Is the Victoria line delayed today?,check_status
Is it expensive to go from Stratford to Oxford Circus?,get_price
Next arrival at Liverpool Street?,get_arrivals
What's the weather like?,fallback
Is the Victoria line delayed today?,check_status
When is the next train from Green Park?,get_arrivals
What time does the next service leave Stratford?,get_arrivals
What's causing delays on the tube?,disruptions
Can you tell me when the train leaves Baker Street?,get_arrivals
Any service disruptions today?,disruptions
Order me a pizza,fallback
Next arrival at Paddington?,get_arrivals
Can you tell me when the train leaves Baker Street?,get_arrivals
Tube status update — issues today?,disruptions
Can I get a haircut nearby?,fallback
Any service disruptions today?,disruptions
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Next arrival at Baker Street?,get_arrivals
Order me a pizza,fallback
Disruptions in the network now?,disruptions
Is the Metropolitan line delayed today?,check_status
Sing me a song,fallback
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Can I get a haircut nearby?,fallback
Book me a cab,fallback
When is the next train from Liverpool Street?,get_arrivals
What's the fare between Stratford and Victoria?,get_price
How long till next train from Victoria?,get_arrivals
Is it expensive to go from Stratford to Green Park?,get_price
Ticket price from King's Cross to Baker Street please?,get_price
When is the next train from Green Park?,get_arrivals
Any train coming soon at Victoria?,get_arrivals
Can I get a haircut nearby?,fallback
Do aliens exist?,fallback
Can you tell me when the train leaves Paddington?,get_arrivals
"Hey, what's the cost Oxford Circus to Victoria?",get_price
"Umm, Victoria to Euston — how much?",get_price
Can I take the Metropolitan line now?,check_status
Umm... next train from Paddington please?,get_arrivals
Any issues on the District line?,check_status
What time does the next service leave King's Cross?,get_arrivals
Any issues on the Jubilee line?,check_status
How tall is Big Ben?,fallback
Any issues on the Circle line?,check_status
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Is it expensive to go from Euston to Waterloo?,get_price
Ticket price from Victoria to Euston please?,get_price
Can you tell me when the train leaves Green Park?,get_arrivals
"Umm, Green Park to Euston — how much?",get_price
Next arrival at Euston?,get_arrivals
Book me a cab,fallback
Sing me a song,fallback
What's causing delays on the tube?,disruptions
What time does the next service leave Stratford?,get_arrivals
Cost to travel from King's Cross to Baker Street?,get_price
Ticket price from Euston to Stratford please?,get_price
Order me a pizza,fallback
"Hey, what's the cost Oxford Circus to Victoria?",get_price
How's the Northern line running?,check_status
Is it expensive to go from Stratford to Oxford Circus?,get_price
Cost to travel from Stratford to Baker Street?,get_price
Any issues on the Victoria line?,check_status
Can I take the Hammersmith & City line now?,check_status
Engineering works anywhere?,disruptions
Can I get a haircut nearby?,fallback
Can I get a haircut nearby?,fallback
Is the Hammersmith & City line delayed today?,check_status
Next arrival at Stratford?,get_arrivals
Book me a cab,fallback
What's the fare between Euston and Oxford Circus?,get_price
Can you tell me when the train leaves Stratford?,get_arrivals
How's the Hammersmith & City line running?,check_status
Book me a cab,fallback
Sing me a song,fallback
What's the fare between Oxford Circus and Waterloo?,get_price
Tube status update — issues today?,disruptions
Order me a pizza,fallback
Are there any strikes on?,disruptions
What's the fare between King's Cross and Stratford?,get_price
What's causing delays on the tube?,disruptions
What's the weather like?,fallback
What's the weather like?,fallback
Any service disruptions today?,disruptions
Book me a cab,fallback
"Hey, any update on Jubilee line?",check_status
Is the Northern line delayed today?,check_status
How much from Victoria to Liverpool Street?,get_price
How tall is Big Ben?,fallback
Any issues on the Metropolitan line?,check_status
How tall is Big Ben?,fallback
Cost to travel from Stratford to Liverpool Street?,get_price
Is the District line delayed today?,check_status
Tube status update — issues today?,disruptions
Any issues on the District line?,check_status
Next arrival at Stratford?,get_arrivals
How's the Central line running?,check_status
Tell me a joke,fallback
How's the Bakerloo line running?,check_status
Is it expensive to go from Green Park to Stratford?,get_price
Is the Central line delayed today?,check_status
What time does the next service leave Euston?,get_arrivals
Can I get a haircut nearby?,fallback
Any issues on the Victoria line?,check_status
Can you tell me when the train leaves Euston?,get_arrivals
Can I take the Northern line now?,check_status
Next arrival at Liverpool Street?,get_arrivals
Tube status update — issues today?,disruptions
Is the Circle line delayed today?,check_status
What's the weather like?,fallback
Order me a pizza,fallback
Can you tell me when the train leaves Green Park?,get_arrivals
Any train coming soon at Green Park?,get_arrivals
How tall is Big Ben?,fallback
Can I get a haircut nearby?,fallback
Anything broken on the Underground?,disruptions
Can you tell me when the train leaves Stratford?,get_arrivals
What's the status of the Northern line?,check_status
Umm... next train from Victoria please?,get_arrivals
Tube status update — issues today?,disruptions
Ticket price from Paddington to Euston please?,get_price
Tube status update — issues today?,disruptions
Tube status update — issues today?,disruptions
What's the weather like?,fallback
Do aliens exist?,fallback
Are there any strikes on?,disruptions
What's the fare between Baker Street and Stratford?,get_price
When is the next train from Liverpool Street?,get_arrivals
Disruptions in the network now?,disruptions
Tube status update — issues today?,disruptions
Order me a pizza,fallback
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Any service disruptions today?,disruptions
Ticket price from Green Park to Victoria please?,get_price
Is it expensive to go from Waterloo to Oxford Circus?,get_price
Umm... next train from Victoria please?,get_arrivals
Ticket price from King's Cross to Oxford Circus please?,get_price
"Hey, any update on Northern line?",check_status
Order me a pizza,fallback
Is the Northern line running mate?,check_status
Any train coming soon at Oxford Circus?,get_arrivals
How long till next train from Euston?,get_arrivals
What time does the next service leave Victoria?,get_arrivals
Next arrival at Euston?,get_arrivals
Can I take the Jubilee line now?,check_status
What's causing delays on the tube?,disruptions
Engineering works anywhere?,disruptions
Cost to travel from Euston to Stratford?,get_price
Tube status update — issues today?,disruptions
"Umm, Baker Street to Stratford — how much?",get_price
What's the fare between Waterloo and Liverpool Street?,get_price
Ticket price from Baker Street to Euston please?,get_price
Tube status update — issues today?,disruptions
"Umm, King's Cross to Stratford — how much?",get_price
Do aliens exist?,fallback
How much from Stratford to Oxford Circus?,get_price
Can I get a haircut nearby?,fallback
"Umm, King's Cross to Waterloo — how much?",get_price
How tall is Big Ben?,fallback
Any service disruptions today?,disruptions
Tube status update — issues today?,disruptions
Sing me a song,fallback
Ticket price from Baker Street to Liverpool Street please?,get_price
Can you tell me when the train leaves Victoria?,get_arrivals
Can I get a haircut nearby?,fallback
Ticket price from King's Cross to Green Park please?,get_price
Anything broken on the Underground?,disruptions
Is the Bakerloo line running mate?,check_status
Ticket price from Baker Street to Waterloo please?,get_price
Anything broken on the Underground?,disruptions
Can you tell me when the train leaves Liverpool Street?,get_arrivals
Can you tell me when the train leaves Stratford?,get_arrivals
When is the next train from Waterloo?,get_arrivals
What time does the next service leave Euston?,get_arrivals
Umm... next train from King's Cross please?,get_arrivals
Anything broken on the Underground?,disruptions
Book me a cab,fallback
How much from Baker Street to Stratford?,get_price
What's causing delays on the tube?,disruptions
Are there any strikes on?,disruptions
Tell me a joke,fallback
Cost to travel from Euston to Waterloo?,get_price
"Hey, what's the cost Oxford Circus to Victoria?",get_price
What's the fare between Euston and Waterloo?,get_price
Any train coming soon at Oxford Circus?,get_arrivals
Any train coming soon at Victoria?,get_arrivals
Sing me a song,fallback
Is the Bakerloo line running mate?,check_status
How's the Bakerloo line running?,check_status
When is the next train from Paddington?,get_arrivals
How tall is Big Ben?,fallback
Engineering works anywhere?,disruptions
Book me a cab,fallback
What's the weather like?,fallback
How much from Liverpool Street to King's Cross?,get_price
Anything broken on the Underground?,disruptions
Is it expensive to go from Euston to Paddington?,get_price
"Umm, Oxford Circus to Baker Street — how much?",get_price
How much from Victoria to Liverpool Street?,get_price
Any service disruptions today?,disruptions
What's causing delays on the tube?,disruptions
Cost to travel from Stratford to Euston?,get_price
Cost to travel from Stratford to King's Cross?,get_price
Any service disruptions today?,disruptions
Is the Metropolitan line running mate?,check_status
"Hey, any update on Metropolitan line?",check_status
Sing me a song,fallback
What time does the next service leave Green Park?,get_arrivals
How tall is Big Ben?,fallback
"Hey, any update on Bakerloo line?",check_status
Book me a cab,fallback
How's the Bakerloo line running?,check_status
Sing me a song,fallback
Next arrival at King's Cross?,get_arrivals
What's the status of the Victoria line?,check_status
Do aliens exist?,fallback
Tube status update — issues today?,disruptions
When is the next train from Green Park?,get_arrivals
Engineering works anywhere?,disruptions
Cost to travel from Baker Street to King's Cross?,get_price
How long till next train from Victoria?,get_arrivals
How tall is Big Ben?,fallback
Anything broken on the Underground?,disruptions
Any service disruptions today?,disruptions
Tube status update — issues today?,disruptions
"Umm, Waterloo to King's Cross — how much?",get_price
Are there any strikes on?,disruptions
Next arrival at Green Park?,get_arrivals
"Umm, Baker Street to Waterloo — how much?",get_price
Can I take the Central line now?,check_status
Can I get a haircut nearby?,fallback
How tall is Big Ben?,fallback
Can I get a haircut nearby?,fallback
Sing me a song,fallback
How tall is Big Ben?,fallback
How much from Baker Street to Oxford Circus?,get_price
Umm... next train from Waterloo please?,get_arrivals
Next arrival at Oxford Circus?,get_arrivals
Ticket price from Victoria to Waterloo please?,get_price
Any issues on the Victoria line?,check_status
Ticket price from Paddington to Waterloo please?,get_price
Are there any strikes on?,disruptions
What's the weather like?,fallback
Is the Victoria line delayed today?,check_status
Engineering works anywhere?,disruptions
Engineering works anywhere?,disruptions
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Can I take the Northern line now?,check_status
What's causing delays on the tube?,disruptions
Anything broken on the Underground?,disruptions
How's the Bakerloo line running?,check_status
"Umm, Green Park to Baker Street — how much?",get_price
What time does the next service leave King's Cross?,get_arrivals
Is it expensive to go from Green Park to Oxford Circus?,get_price
Can I take the Metropolitan line now?,check_status
Can you tell me when the train leaves Stratford?,get_arrivals
How tall is Big Ben?,fallback
Anything broken on the Underground?,disruptions
Is it expensive to go from King's Cross to Waterloo?,get_price
Do aliens exist?,fallback
Is the District line running mate?,check_status
Can I take the Bakerloo line now?,check_status
Next arrival at King's Cross?,get_arrivals
Tube status update — issues today?,disruptions
Order me a pizza,fallback
How long till next train from Paddington?,get_arrivals
Is the Metropolitan line running mate?,check_status
"Umm, Green Park to Stratford — how much?",get_price
How long till next train from Stratford?,get_arrivals
Ticket price from Green Park to Waterloo please?,get_price
Can you tell me when the train leaves Victoria?,get_arrivals
When is the next train from Liverpool Street?,get_arrivals
Umm... next train from Waterloo please?,get_arrivals
Engineering works anywhere?,disruptions
When is the next train from Oxford Circus?,get_arrivals
Disruptions in the network now?,disruptions
Ticket price from Oxford Circus to Victoria please?,get_price
Any train coming soon at King's Cross?,get_arrivals
Ticket price from Baker Street to Waterloo please?,get_price
Any service disruptions today?,disruptions
Book me a cab,fallback
Any issues on the Hammersmith & City line?,check_status
Any issues on the Bakerloo line?,check_status
Any service disruptions today?,disruptions
Can I take the Hammersmith & City line now?,check_status
Anything broken on the Underground?,disruptions
Is it expensive to go from Baker Street to Green Park?,get_price
Can I get a haircut nearby?,fallback
Ticket price from Oxford Circus to Liverpool Street please?,get_price
Umm... next train from Oxford Circus please?,get_arrivals
Cost to travel from Baker Street to Liverpool Street?,get_price
What's the status of the Central line?,check_status
What's the status of the District line?,check_status
What time does the next service leave Stratford?,get_arrivals
Cost to travel from Paddington to Stratford?,get_price
What time does the next service leave Liverpool Street?,get_arrivals
What's the fare between Waterloo and Oxford Circus?,get_price
Cost to travel from Baker Street to Euston?,get_price
Anything broken on the Underground?,disruptions
How tall is Big Ben?,fallback
Is the Circle line delayed today?,check_status
"Hey, any update on Victoria line?",check_status
Book me a cab,fallback
Ticket price from Green Park to Paddington please?,get_price
Book me a cab,fallback
Sing me a song,fallback
Can you tell me when the train leaves Victoria?,get_arrivals
Ticket price from Victoria to Waterloo please?,get_price
Any service disruptions today?,disruptions
How's the Piccadilly line running?,check_status
Tube status update — issues today?,disruptions
What time does the next service leave Oxford Circus?,get_arrivals
Is it expensive to go from Euston to Waterloo?,get_price
Engineering works anywhere?,disruptions
How tall is Big Ben?,fallback
Is it expensive to go from Euston to Oxford Circus?,get_price
Is it expensive to go from Liverpool Street to Victoria?,get_price
Engineering works anywhere?,disruptions
"Umm, Stratford to Liverpool Street — how much?",get_price
How long till next train from King's Cross?,get_arrivals
